sheet,blend_key,blend_id,target_grade,n_comp,row,col,spec_axis,stated_weight,calc_weight,stated_bloom,calc_bloom,stated_viscosity,calc_viscosity,stated_t450,calc_t450,stated_t620,calc_t620,stated_moisture,calc_moisture,stated_so2,calc_so2,sheet_ord,blend_month,blend_day
JK,JK#2018@r0c9,2018,,9,0,9,so2,5153.6,5153.6,265.916015989,265.91601598882335,4.935957001,4.9359570009313884,86.685074511,86.68507451102141,96.547233002,96.54723300217323,,,6.183673549,6.183673548587395,30,,
JK,JK#2019@r26c0,2019,,12,26,0,so2,5182.4,5182.4,264.745654523,264.74565452300095,4.917889395,4.917889394874961,85.964977617,85.96497761654832,96.408555881,96.4085558814449,,,6.529507564,6.529507564062982,30,,
JK,JK#2019@r26c9,2019,,11,26,9,so2,5054.2,5054.2,264.846369356,264.846369356179,4.927586166,4.927586165960983,86.339424637,86.33942463693563,96.293981243,96.29398124332238,,,6.152653239,6.152653238890428,30,,
JK,JK#2020@r50c0,2020,,12,50,0,so2,5075.8,5075.8,264.004350053,264.0043500531936,4.939949959,4.939949958627212,87.261231727,87.2612317270184,96.704728319,96.70472831868868,,,6.120513023,6.120513022577722,30,,
JK,JK#2020@r50c9,2020,,12,50,9,so2,5068.4,5068.4,263.05596638,263.05596637992267,4.928953516,4.928953515902455,86.562970563,86.56297056270225,96.183647699,96.18364769947124,,,6.57617394,6.5761739404940425,30,,
220-21,220-21#220@r0c0,220,,11,0,0,,5110.2,5110.2,178.485139525,178.48513952487184,3.969426637,3.969426636922234,78.920324058,78.92032405776682,94.282270753,94.28227075261243,,,,,31,2,20
220-21,220-21#221@r26c0,221,,14,26,0,,4021.2,4021.2,179.505396399,179.50539639908484,4.021715408,4.02171540833582,79.029150502,79.02915050233761,94.268561623,94.268561623396,,,,,31,2,20
301,301#301@r0c0,301,,5,0,0,moisture,2097.8,2097.8,178.767890171,178.76789017065497,4.041446277,4.04144627705215,79.912031652,79.91203165220708,94.706835733,94.70683573267232,11.211504433,11.211504433215747,,,32,3,1
302-03,302-03#302@r0c0,302,220,11,0,0,,5043.6,5043.6,237.887084622,237.88708462209533,4.974143469,4.974143468950749,81.781711476,81.78171147592988,94.386160679,94.38616067888016,,,,,33,3,2
302-03,302-03#303@r0c9,303,220,12,0,9,,5112.8,5112.8,237.313366453,237.31336645282428,4.973314035,4.973314035362228,81.919022845,81.91902284462526,94.546956658,94.54695665780002,,,,,33,3,2
304-307,304-307#307@r0c0,307,140,13,0,0,,5008.4,5008.4,167.849428959,167.8494289593483,3.849440939,3.849440939222107,78.10217235,78.10217235045124,94.006265474,94.00626547400368,,,,,34,3,4
304-307,304-307#304@r0c9,304,160,13,0,9,,5985.4,5985.4,184.646225816,184.64622581615265,3.881991513,3.881991512680857,79.075817823,79.07581782337022,93.705951148,93.70595114779296,,,,,34,3,4
306,306#306@r0c0,306,200,12,0,0,moisture,5087.0,5087.0,218.696890112,218.69689011205028,4.93362414,4.933624139964615,86.635565166,86.63556516610969,94.991279733,94.99127973265185,12.739421663,12.739421663062707,,,35,3,6
308-9,308-9#308@r0c0,308,220,10,0,0,moisture,5092.2,5092.2,236.253501434,236.25350143356508,4.889444248,4.8894442480656695,91.531821217,91.5318212167629,97.410769412,97.41076941204194,12.557236951,12.557236950630376,,,36,3,8
309-10,309-10#309@r0c0,309,80,10,0,0,,5033.2,5033.2,102.932202178,102.93220217754113,2.768399428,2.768399427799412,65.98238099,65.9823809902249,88.47771994,88.47771993960106,,,,,37,3,9
309-10,309-10#310@r0c9,310,80,11,0,9,,5041.4,5041.4,104.36283572,104.36283572023646,2.766806046,2.76680604593962,68.326948863,68.32694886341098,90.106529932,90.1065299321617,,,,,37,3,9
311-12,311-12#311@r0c0,311,240,13,0,0,,5047.4,5047.4,258.415889369,258.41588936878395,4.966270951,4.96627095138091,85.790719975,85.79071997464042,96.562174585,96.56217458493482,,,,,38,3,11
313-14,313-14#14@r0c0,14,200,10,0,0,,5074.4,5074.4,216.84175469,216.8417546902097,4.967836986,4.967836985653477,83.76870566,83.76870565978244,95.571373956,95.57137395554155,,,,,39,3,13
313-14,313-14#13@r0c9,13,200,11,0,9,,5085.0,5085.0,216.33926057,216.3392605703048,4.973644051,4.973644051130777,83.318985251,83.31898525073746,95.754222222,95.75422222222223,,,,,39,3,13
315,315#315@r0c0,315,160,10,0,0,moisture,5074.8,5074.8,176.350733034,176.35073303381412,3.94881887,3.948818869709151,79.700323165,79.70032316544494,94.551714353,94.55171435327502,11.247799322,11.247799322140773,,,40,3,15
317-18,317-18#317@r0c0,317,240,13,0,0,,5025.8,5025.8,255.129686816,255.12968681602928,4.955035218,4.955035218273707,84.726220701,84.72622070118189,95.616634168,95.6166341676947,,,,,41,3,17
317-18,317-18#318@r0c9,318,240,13,0,9,,5070.6,5070.6,255.544487832,255.54448783181473,4.957468544,4.95746854415651,84.667948566,84.66794856624462,95.695479825,95.69547982487279,,,,,41,3,17
319,319#319@r0c0,319,160,10,0,0,moisture,5001.4,5001.4,177.734558324,177.73455832366938,3.945634822,3.9456348222497706,79.227988163,79.22798816331428,95.189115048,95.18911504778661,10.889262606,10.889262606470188,,,42,3,19
322-24,322-24#322@r0c0,322,200,11,0,0,,5019.2,5019.2,218.624557698,218.624557698438,4.865322362,4.865322362129422,83.290277335,83.29027733503348,96.463647593,96.46364759324196,,,,,43,3,22
322-24,322-24#323@r0c9,323,200,10,0,9,,5119.8,5119.8,217.768576898,217.76857689753507,4.87407555,4.874075549826165,82.518563225,82.51856322512597,95.211984843,95.21198484315794,,,,,43,3,22
322-24,322-24#324@r26c0,324,200,11,26,0,,4979.2,4979.2,216.069452924,216.06945292416452,4.868534303,4.868534302699229,81.964170951,81.96417095115682,95.630261889,95.63026188946016,,,,,43,3,22
325,325#325@r0c0,325,220,12,0,0,,5077.8,5077.8,237.028319351,237.0283193509,4.970733782,4.970733782346685,79.208326441,79.2083264405845,93.333014298,93.33301429753043,,,,,44,3,25
326-27,326-27#326@r0c0,326,140,12,0,0,,5021.6,5021.6,158.198665764,158.19866576389995,3.915849132,3.915849131750836,76.357025649,76.35702564919546,93.774179544,93.77417954436832,,,,,45,3,26
326-27,326-27#327@r0c9,327,140,13,0,9,,5084.6,5084.6,159.229599182,159.22959918184318,3.910831924,3.9108319238484834,76.464925461,76.46492546119654,92.98569799,92.98569799000903,,,,,45,3,26
328-29,328-29#328@r0c0,328,240,11,0,0,,4043.0,4043.0,258.088681672,258.08868167202576,4.949789265,4.949789265396983,88.677689834,88.67768983428148,97.599193668,97.59919366806827,,,,,46,3,28
328-29,328-29#329@r26c0,329,160,14,26,0,,5067.0,5067.0,175.952851786,175.9528517860667,3.958648589,3.9586485889086243,78.953025459,78.95302545885139,94.216502862,94.21650286165384,,,,,46,3,28
401-403,401-403#402@r0c0,402,200,10,0,0,,4995.8,4995.8,216.780891949,216.78089194923734,4.905799672,4.905799671724248,86.436858962,86.43685896152768,97.62992914,97.629929140478,,,,,47,4,1
401-403,401-403#401@r0c9,401,200,13,0,9,,5236.0,5236.0,216.784537815,216.78453781512607,4.925443468,4.925443468296409,86.56460657,86.56460656990069,97.302284186,97.30228418640183,,,,,47,4,1
401-403,401-403#403@r27c0,403,200,10,27,0,,5153.8,5153.8,216.749427607,216.74942760681438,4.9055299,4.905529900267763,86.485944352,86.48594435174046,97.205149598,97.20514959835461,,,,,47,4,1
404,404#404@r0c0,404,160,10,0,0,moisture,3602.6,3602.6,177.114056515,177.11405651473936,3.950091601,3.9500916005107425,79.554116471,79.5541164714373,94.522378282,94.52237828235164,11.294454005,11.294454005440516,,,48,4,4
405,405#405@r0c0,405,160,12,0,0,moisture,4987.8,4987.8,178.94879506,178.94879505994626,4.016753278,4.0167532779983155,79.274124865,79.27412486466979,94.24174185,94.24174185011428,11.450050924,11.450050924255182,,,49,4,5
405,405#405@r0c9,405,160,15,0,9,moisture,5082.2,5082.2,177.961268742,177.96126874188346,3.985098579,3.9850985793553972,78.909161387,78.909161386801,93.554492149,93.5544921490693,10.019704852,10.01970485222935,,,49,4,5
406-409,406-409#406@r0c0,406,200,14,0,0,,5167.2,5167.2,218.727732621,218.7277326211488,4.982896346,4.98289634618362,83.604814987,83.60481498684007,96.030786499,96.03078649945813,,,,,50,4,6
406-409,406-409#407@r0c10,407,200,13,0,10,,5024.0,5024.0,217.321441083,217.32144108280252,4.955968949,4.955968949044586,83.056433121,83.05643312101911,95.637806529,95.63780652866241,,,,,50,4,6
406-409,406-409#408@r26c0,408,220,12,26,0,,5133.6,5133.6,237.109630669,237.10963066853668,4.99507597,4.995075970079476,80.996096307,80.99609630668536,94.319767804,94.3197678042699,,,,,50,4,6
406-409,406-409#409@r26c10,409,220,10,26,10,,5021.2,5021.2,238.52311798,238.5231179797658,4.960134231,4.960134230861149,82.87144109,82.87144108977932,95.337437266,95.33743726599221,,,,,50,4,6
410,410#410@r0c0,410,180,2,0,0,,1000.4,1000.4,189.442203119,189.44220311875247,4.434940024,4.4349400239904035,83.099280288,83.09928028788485,95.999280288,95.99928028788484,,,,,51,4,10
410,410#411@r26c0,411,240,6,26,0,,2606.6,2606.6,282.26698381,282.26698381032764,5.104922121,5.104922120770352,89.329279521,89.32927952121537,97.92136116,97.92136116013198,,,,,51,4,10
JK4,JK4#401@r0c0,401,240,11,0,0,,5017.0,5017.0,264.009950169,264.0099501694239,4.947271278,4.94727127765597,85.258752242,85.25875224237592,95.779968108,95.77996810843133,,,,,52,4,1
JK4,JK4#402@r0c8,402,240,11,0,8,,5091.4,5091.4,264.835632635,264.8356326354244,4.935361983,4.935361982951645,86.754994697,86.75499469693995,96.473453274,96.47345327414857,,,,,52,4,1
JK4,JK4#403@r0c19,403,240,15,0,19,,4872.4,4872.4,265.914928988,265.91492898776784,4.945978163,4.9459781627124215,82.898374518,82.8983745176915,94.524961005,94.52496100484362,,,,,52,4,1
JK4,JK4#401@r26c0,401,240,11,26,0,,5149.0,5149.0,265.162474267,265.16247426684794,4.955744028,4.9557440279665945,87.245243737,87.2452437366479,96.243561857,96.24356185667119,,,,,52,4,1
JK4,JK4#402@r26c8,402,240,14,26,8,,4978.0,4978.0,264.984648453,264.98464845319404,4.944208919,4.9442089192446765,87.717496987,87.71749698674166,96.886500603,96.88650060265167,,,,,52,4,1
0411-13,0411-13#411@r0c0,411,240,2,0,0,,619.6,619.6,250.144157521,250.14415752098128,4.920961911,4.920961910910264,90.448095546,90.44809554551323,96.200710136,96.20071013557133,,,,,53,4,11
0411-13,0411-13#412@r25c0,412,240,2,25,0,,1016.2,1016.2,267.352312537,267.3523125369022,4.89,4.89,92.300098406,92.30009840582564,99.150049203,99.15004920291281,,,,,53,4,11
0411-13,0411-13#413@r36c0,413,220,3,36,0,,1085.6,1085.6,245.870283714,245.8702837140752,4.326460943,4.326460943257186,92.130545321,92.13054532056007,98.94624171,98.94624170965366,,,,,53,4,11
414-16,414-16#414@r0c0,414,200,9,0,0,,5070.0,5070.0,218.901739645,218.90173964497043,4.806177515,4.8061775147929,85.520674556,85.52067455621302,95.686410256,95.68641025641026,,,,,54,4,14
414-16,414-16#416@r0c10,416,200,9,0,10,,4917.8,4917.8,218.769384684,218.7693846842084,4.798114604,4.798114604091261,86.436853878,86.43685387775022,96.634446297,96.63444629712473,,,,,54,4,14
414-16,414-16#415@r26c0,415,200,13,26,0,,5177.0,5177.0,216.36797373,216.36797372995943,4.789481553,4.789481553022987,86.967938961,86.9679389607881,96.314997103,96.31499710256905,,,,,54,4,14
417,417#417@r0c0,417,140,12,0,0,,5228.8,5228.8,182.505374082,182.50537408200736,3.866075581,3.866075581395349,79.140846848,79.14084684822521,94.112683599,94.11268359853122,,,,,55,4,17
501,501#501@r0c0,501,160,13,0,0,,4822.6,4822.6,178.571475967,178.57147596732054,3.961978601,3.9619786007547795,78.163604695,78.16360469456309,93.41543151,93.41543150997387,,,,,56,5,1
502,502#502@r0c0,502,140,22,0,0,,10031.8,10031.8,159.931449989,159.9314499890349,3.750945194,3.7509451942821834,75.406581072,75.40658107219043,92.849983054,92.84998305388864,,,,,57,5,2
503,503#503@r0c0,503,140,23,0,0,,10006.6,10006.6,157.211492415,157.2114924150061,3.797610577,3.797610577019167,77.789375012,77.78937501249176,94.126464533,94.12646453340795,,,,,58,5,3
504,504#504@r0c0,504,120,21,0,0,so2,10050.0,10050.0,130.972877612,130.9728776119403,3.381321791,3.381321791044776,75.936937313,75.93693731343284,93.476704478,93.47670447761195,,,9.614674627,9.614674626865671,59,5,4
601-2,601-2#601@r0c0,601,160,20,0,0,moisture,10065.0,10065.0,178.231900646,178.23190064580228,4.008635668,4.0086356681569795,79.480498758,79.48049875807253,94.185464481,94.18546448087433,11.170550621,11.170550620963736,,,60,6,1
601-2,601-2#602@r0c10,602,140,20,0,10,moisture,9996.6,9996.6,157.57570574,157.5757057399516,3.837298281,3.8372982814156815,78.795534482,78.79553448172378,94.556461197,94.55646119680691,11.51017566,11.510175659724306,,,60,6,1
603,603#603@r0c0,603,160,20,0,0,moisture,10104.6,10104.6,177.18227342,177.18227342002652,4.001936544,4.00193654375235,79.94881935,79.94881934960314,94.526488926,94.52648892583575,11.485636443,11.485636442808225,,,61,6,3
604,604#604@r0c0,604,240,21,0,0,,10125.4,10125.4,247.449131886,247.4491318861477,4.971151164,4.971151164398444,82.689703123,82.68970312283959,94.826750548,94.8267505481265,,,,,62,6,4
0605,0605#605@r0c0,605,160,14,0,0,,10021.2,10021.2,170.427972698,170.42797269788048,3.897166008,3.8971660080629063,79.69624995,79.69624995010578,94.431614976,94.43161497625036,,,,,63,6,5
606,606#606@r0c0,606,220,20,0,0,,10135.4,10135.4,227.880675652,227.88067565167628,4.975776388,4.975776387710401,82.754604653,82.75460465299841,95.052611638,95.05261163841585,,,,,64,6,6
607,607#607@r0c0,607,220,15,0,0,,9915.8,9915.8,229.5065915,229.50659150043367,4.958349906,4.958349906210291,85.876010004,85.87601000423567,96.631105912,96.63110591177717,,,,,65,6,7
608,608#608@r0c0,608,180,18,0,0,,6293.58,6293.58,188.526858799,188.52685879896657,4.124358918,4.124358918135624,81.675272262,81.67527226157449,95.066989535,95.0669895353678,,,,,66,6,8
609,609#609@r0c0,609,140,21,0,0,moisture,10089.4,10089.4,150.360695383,150.36069538327354,3.790483081,3.790483081253593,78.469177553,78.46917755267904,94.301258747,94.30125874680358,11.632471901,11.632471901203242,,,67,6,9
610,610#610@r0c0,610,140,22,0,0,moisture,10129.6,10129.6,151.311384457,151.31138445743167,3.773768362,3.773768362028116,78.63485034,78.6348503395988,94.545034355,94.54503435476228,11.678359264,11.678359263939347,,,68,6,10
611,611#611@r0c0,611,140,19,0,0,moisture,9785.4,9785.4,150.819349235,150.81934923457396,3.774886055,3.7748860547346053,78.559784986,78.55978498579518,94.391168475,94.39116847548388,11.447877246,11.447877245692563,,,69,6,11
612,612#612@r0c0,612,200,19,0,0,,10036.6,10036.6,209.632690353,209.63269035330688,4.958175677,4.9581756770220995,83.494143435,83.4941434350278,95.71303828,95.71303827989557,,,,,70,6,12
613,613#613@r0c0,613,240,21,0,0,,10101.6,10101.6,250.846164964,250.84616496396612,4.962350915,4.962350914706581,87.237354478,87.23735447849845,96.787241625,96.7872416250891,,,,,71,6,13
614,614#614@r0c0,614,220,20,0,0,,9992.4,9992.4,229.060501982,229.06050198150598,4.973756055,4.973756054601497,85.888066931,85.88806693086747,96.591893839,96.59189383931788,,,,,72,6,14
615,615#615@r0c0,615,200,19,0,0,,10073.2,10073.2,209.667356947,209.66735694714689,4.973421753,4.973421752769725,85.358944526,85.35894452606917,96.838976691,96.83897669062462,,,,,73,6,15
616,616#616@r0c0,616,160,22,0,0,moisture,10048.0,10048.0,170.737695064,170.73769506369425,3.984736664,3.984736664012739,80.120967357,80.1209673566879,94.955471736,94.95547173566878,11.577716361,11.577716361464969,,,74,6,16
701,701#701@r0c0,701,140,19,0,0,,10030.4,10030.4,149.530726591,149.53072659116287,3.710081353,3.710081352687829,76.131827245,76.13182724517468,93.263255703,93.26325570266391,,,,,75,7,1
702-2,702-2#702@r0c0,702,140,20,0,0,moisture,10026.8,10026.8,150.12879483,150.128794829856,3.822762197,3.8227621973112065,78.221761679,78.22176167870109,94.266005106,94.26600510631508,11.629198747,11.629198747357083,,,76,7,2
703,703#703@r0c0,703,160,19,0,0,moisture,10105.4,10105.4,170.550727334,170.5507273339007,3.916979635,3.916979634650781,78.944605854,78.94460585429572,94.446860095,94.4468600946029,11.550283017,11.550283017000812,,,77,7,3
704,704#704@r0c0,704,200,18,0,0,,10076.8,10076.8,209.58954033,209.5895403302636,4.9585156,4.9585156001905375,84.001311924,84.00131192442046,96.11209114,96.11209114004447,,,,,78,7,4
705,705#705@r0c0,705,150,3,0,0,,60.0,60.0,159.966666667,159.96666666666667,3.76,3.7600000000000002,81.666666667,81.66666666666667,95.433333333,95.43333333333334,,,,,79,7,5
710,710#710@r0c0,710,240,19,0,0,,9978.4,9978.4,248.912877816,248.91287781608273,4.959723803,4.959723803415377,83.279098854,83.27909885352362,94.937348673,94.93734867313397,,,,,80,7,10
711,711#711@r0c0,711,160,18,0,0,,10015.0,10015.0,170.87434648,170.8743464802796,3.854966151,3.854966150773839,78.944862706,78.94486270594109,94.337825262,94.33782526210685,,,,,81,7,11
712,712#712@r0c0,712,150,9,0,0,,5146.4,5146.4,180.929694544,180.92969454375876,3.984862428,3.9848624281050835,79.361693611,79.36169361106793,94.381913571,94.38191357065134,,,,,82,7,12
713,713#713@r0c0,713,120,19,0,0,so2,10130.0,10130.0,130.849735439,130.84973543928925,3.468420731,3.468420730503455,76.842041461,76.84204146100691,94.154708786,94.15470878578479,,,9.776185587,9.776185587364264,83,7,13
714,714#714@r0c0,714,140,16,0,0,moisture,10106.6,10106.6,150.069384363,150.06938436269368,3.79325609,3.7932560900797494,77.576838897,77.5768388973542,94.503805434,94.50380543407279,11.575540538,11.575540537866344,,,84,7,14
