timestamp,feed_flow,feed_temp,feed_tds,feed_ph,evap_temp,evap_pressure,compressor_freq,compressor_power,pump_power,condensate_flow,concentrate_flow,total_power,cip_flag,alarm_flag
2025-01-07 03:00:00,10.25,34.28,36890.03,6.8,81.21,-69.74,43.87,336.21,64.99,8.9,1.36,401.2,0,0
2025-01-07 04:00:00,11.62,34.74,48323.75,6.97,82.73,-69.84,44.93,360.31,70.34,9.8,1.83,430.65,0,0
2025-01-07 05:00:00,11.02,35.83,48266.21,7.09,83.02,-67.88,46.84,373.1,69.55,9.09,1.86,442.65,0,0
2025-01-07 06:00:00,10.88,36.4,38877.43,7.24,82.69,-69.06,41.58,322.4,49.64,9.33,1.46,372.04,0,0
2025-01-07 07:00:00,10.15,34.76,39637.01,7.08,81.72,-68.97,41.13,293.36,61.77,8.66,1.44,355.13,0,0
2025-01-07 08:00:00,9.56,36.49,54319.1,6.99,81.46,-68.86,45.04,283.31,55.05,7.81,1.82,338.37,0,0
2025-01-07 09:00:00,10.55,35.11,42369.36,6.95,80.01,-68.3,40.74,278.69,73.76,8.75,1.89,352.44,0,0
2025-01-07 10:00:00,10.8,31.98,37759.02,6.86,79.64,-69.61,42.05,298.4,74.94,9.39,1.38,373.34,0,0
2025-01-07 11:00:00,12.27,30.98,36871.01,7.23,79.45,-69.58,43.59,300.97,76.09,10.82,1.59,377.06,0,0
2025-01-07 12:00:00,10.6,32.33,53122.8,6.94,78.15,-70.35,45.05,312.6,65.14,8.58,2.01,377.74,0,0
2025-01-07 13:00:00,11.17,31.1,32559.55,7.07,77.59,-69.85,43.76,334.83,61.54,9.28,1.82,396.37,0,0
2025-01-07 14:00:00,9.67,30.33,51338.87,7.23,76.15,-69.56,43.51,309.35,58.69,8.08,1.62,368.04,0,0
2025-01-07 15:00:00,8.93,29.64,46714.11,7.0,74.52,-70.95,41.23,273.78,70.68,7.52,1.2,344.46,0,0
2025-01-07 16:00:00,9.06,29.36,55794.33,7.44,76.97,-70.09,44.39,294.96,57.06,7.35,1.75,352.03,0,0
2025-01-07 17:00:00,9.28,29.89,37274.97,7.53,74.63,-71.37,46.91,320.04,49.49,8.21,0.84,369.53,0,0
2025-01-07 18:00:00,11.94,27.33,41188.2,7.21,74.23,-73.37,45.05,439.99,77.03,10.07,1.71,517.02,0,0
2025-01-07 19:00:00,9.45,27.45,42981.45,7.24,74.12,-73.06,42.2,329.82,70.19,7.98,1.17,400.01,0,0
2025-01-07 20:00:00,11.19,28.0,44290.82,7.48,76.18,-72.03,41.56,340.4,76.38,9.84,1.33,416.78,0,0
2025-01-07 21:00:00,9.95,30.35,47190.88,7.16,77.87,-71.97,41.7,272.6,68.74,8.16,2.03,341.34,0,0
2025-01-07 22:00:00,11.98,32.38,43244.38,7.13,76.52,-72.89,43.88,360.56,77.44,9.95,2.01,438.0,0,0
2025-01-07 23:00:00,11.91,31.39,38266.21,7.62,77.42,-73.23,43.49,391.61,70.08,9.51,2.49,461.7,0,0
2025-01-08 00:00:00,11.86,30.0,47416.28,7.52,80.02,-74.08,39.71,292.89,55.49,10.43,1.78,348.39,1,0
2025-01-08 01:00:00,12.4,32.05,42088.42,7.44,77.59,-74.0,42.44,240.03,70.93,10.52,1.94,310.96,0,0
2025-01-08 02:00:00,12.27,34.11,48230.86,7.5,82.78,-72.26,41.45,219.46,73.56,11.14,1.02,293.02,0,0
2025-01-08 03:00:00,13.64,35.33,54228.65,6.75,84.22,-72.33,41.27,360.5,73.32,12.2,1.34,433.82,0,0
2025-01-08 04:00:00,13.15,36.2,39647.11,7.56,78.66,-73.34,38.86,249.75,71.0,11.56,1.59,320.75,0,0
2025-01-08 05:00:00,12.71,37.19,54198.78,7.3,82.33,-72.72,42.28,263.57,65.86,11.24,1.37,329.42,0,0
2025-01-08 06:00:00,12.83,36.96,58777.0,7.43,81.9,-70.98,41.78,349.32,65.76,11.44,1.3,415.08,0,0
2025-01-08 07:00:00,14.22,38.51,54720.46,7.24,82.16,-72.26,39.67,252.92,86.53,12.16,2.21,339.45,0,0
2025-01-08 08:00:00,15.49,36.1,55944.63,7.13,81.68,-71.24,45.0,398.5,93.44,13.63,2.01,491.94,0,0
2025-01-08 09:00:00,14.15,35.29,47013.11,7.02,82.2,-71.6,43.19,342.2,76.75,12.76,1.14,418.95,0,0
2025-01-08 10:00:00,13.77,36.12,51972.88,7.15,80.61,-73.21,38.88,282.21,75.76,11.45,2.2,357.97,0,0
2025-01-08 11:00:00,13.97,32.79,58861.24,6.95,79.1,-72.12,42.36,389.3,69.83,12.33,1.57,459.13,0,0
2025-01-08 12:00:00,14.69,34.12,50830.59,7.22,78.76,-73.73,42.12,297.33,81.77,12.39,2.39,379.1,0,0
2025-01-08 13:00:00,13.52,32.79,51349.85,6.57,78.63,-72.28,43.04,280.99,85.23,11.81,1.89,366.22,0,0
2025-01-08 14:00:00,12.78,31.57,60671.16,6.8,76.2,-73.74,40.72,322.51,61.95,10.84,2.34,384.46,0,0
2025-01-08 15:00:00,14.01,32.88,65718.94,7.42,75.12,-72.68,42.32,411.97,78.62,12.66,1.28,490.59,0,0
2025-01-08 16:00:00,13.32,29.63,51069.34,6.72,78.12,-73.2,42.69,310.65,77.06,11.31,1.95,387.71,0,0
2025-01-08 17:00:00,14.3,32.5,66399.41,6.79,75.34,-72.7,43.13,380.31,80.39,11.82,2.57,460.7,0,0
2025-01-08 18:00:00,13.15,29.66,57000.39,6.6,75.49,-72.21,42.6,357.52,83.08,11.56,1.49,440.6,0,0
2025-01-08 19:00:00,12.02,28.58,56573.43,6.88,75.31,-71.72,39.69,287.27,80.69,10.35,1.65,367.96,0,0
2025-01-08 20:00:00,12.11,30.64,54793.49,6.59,76.64,-72.95,38.78,146.93,67.35,10.17,1.87,214.28,0,0
2025-01-08 21:00:00,15.11,29.94,56623.95,6.71,78.6,-71.24,45.26,455.65,85.18,13.33,1.39,540.83,0,0
2025-01-08 22:00:00,15.52,31.2,55324.0,6.94,77.97,-71.49,44.45,343.21,82.42,12.79,2.75,425.63,0,0
2025-01-08 23:00:00,14.18,33.58,69340.58,6.54,76.94,-70.66,44.99,339.79,74.2,11.95,2.2,413.99,0,0
2025-01-09 00:00:00,14.39,34.84,61652.02,6.89,77.76,-72.89,43.35,345.54,79.26,12.23,2.35,424.8,0,0
2025-01-09 01:00:00,16.44,34.5,61848.81,6.89,79.75,-71.93,44.46,418.36,88.91,14.61,1.84,507.28,0,0
2025-01-09 02:00:00,14.5,37.42,62854.2,6.93,80.77,-68.12,46.32,472.26,81.19,12.96,1.34,553.46,0,0
2025-01-09 03:00:00,15.01,38.49,64328.38,6.7,79.94,-71.35,42.71,381.07,73.95,13.36,1.61,455.02,0,0
2025-01-09 04:00:00,16.65,39.49,59052.77,7.47,83.13,-72.07,47.22,505.4,84.64,14.44,1.9,590.04,0,0
2025-01-09 05:00:00,15.9,38.83,66686.65,6.91,81.62,-71.43,47.4,438.46,82.41,12.78,2.94,520.87,0,0
2025-01-09 06:00:00,16.35,39.99,70654.97,6.73,84.7,-72.42,47.53,458.94,81.63,14.24,2.21,540.57,0,0
2025-01-09 07:00:00,16.22,35.98,78297.15,6.43,85.18,-69.49,46.18,525.04,87.2,14.43,1.76,612.24,0,0
2025-01-09 08:00:00,16.6,37.48,72032.63,6.63,82.36,-70.26,45.65,509.57,88.68,14.77,1.97,598.25,0,0
2025-01-09 09:00:00,17.42,36.2,67874.44,7.02,82.43,-71.97,46.9,538.79,95.53,15.21,1.92,634.33,0,0
2025-01-09 10:00:00,16.03,36.58,74002.4,7.1,80.06,-72.52,44.51,464.7,78.44,13.29,2.7,543.13,0,0
2025-01-09 11:00:00,16.27,34.8,54655.12,7.05,80.66,-71.26,43.86,414.98,80.49,13.92,2.28,495.47,0,0
2025-01-09 12:00:00,13.57,34.26,68366.73,6.89,78.94,-74.11,45.03,431.48,85.38,12.28,1.43,516.86,0,0
2025-01-09 13:00:00,15.08,35.7,70331.58,6.4,77.45,-74.43,46.26,479.78,80.75,12.43,2.76,560.53,0,0
